hybrid_method,baseline_method,macro_precision_difference,macro_recall_difference,macro_f1_difference,macro_fpr_difference,macro_fnr_difference,macro_balanced_accuracy_difference,macro_pr_auc_difference
HYBRID_V1,RULE_ONLY,-0.019494564923046576,0.09293650793650804,-0.012206654181918963,0.044811304355164006,-0.09293650793650798,0.02406260179067199,0.04903135139111403
HYBRID_V1,LOCAL_OUTLIER_FACTOR,-0.0631562364513473,0.12711111111111117,-0.011804475172601803,0.02035026117482258,-0.12711111111111117,0.053380424968144324,0.035922198457476184
HYBRID_V1,AI_CONSENSUS,-0.030269670553792233,0.05112698412698419,-0.0025366645524346754,-0.01500659898905514,-0.05112698412698424,0.033066791558019615,0.212552080537044
HYBRID_V1,ISOLATION_FOREST,0.1165586181258131,0.3816666666666667,0.1698814460457857,0.05661132629553682,-0.3816666666666667,0.1625276701855649,0.25182976959868764
