records,true_anomalies,predicted_anomalies,tp,tn,fp,fn,precision,recall,f1,false_positive_rate,false_negative_rate,specificity,balanced_accuracy,experiment_id,dataset,outer_fold,method,true_positive,false_positive,false_negative,true_negative,anomaly_type,anomaly_rate
10000.0,100.0,248.0,100.0,9752.0,148.0,0.0,0.4032258064516129,1.0,0.5747126436781609,0.01494949494949495,0.0,0.9850505050505051,0.9925252525252526,healthcare_A3_r01_s1242,healthcare,3.0,HYBRID_V1,,,,,,
10000.0,100.0,218.0,70.0,9752.0,148.0,30.0,0.3211009174311927,0.7,0.440251572327044,0.01494949494949495,0.3,0.9850505050505051,0.8425252525252525,healthcare_A3_r01_s1242,healthcare,3.0,HYBRID_V3_NESTED,,,,,,
10000.0,100.0,100.0,100.0,9900.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,healthcare_A3_r01_s1242,healthcare,3.0,RULE_ONLY,,,,,,
10000.0,500.0,505.0,500.0,9495.0,5.0,0.0,0.9900990099009901,1.0,0.9950248756218906,0.0005263157894736842,0.0,0.9994736842105263,0.9997368421052631,healthcare_A3_r05_s1243,healthcare,2.0,AI_CONSENSUS,,,,,,
10000.0,500.0,561.0,500.0,9439.0,61.0,0.0,0.8912655971479501,1.0,0.942507068803016,0.006421052631578947,0.0,0.993578947368421,0.9967894736842104,healthcare_A3_r05_s1243,healthcare,2.0,HYBRID_V1,,,,,,
10000.0,500.0,423.0,362.0,9439.0,61.0,138.0,0.8557919621749409,0.724,0.7843986998916577,0.006421052631578947,0.276,0.993578947368421,0.8587894736842105,healthcare_A3_r05_s1243,healthcare,2.0,HYBRID_V3_NESTED,,,,,,
10000.0,500.0,500.0,500.0,9500.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,healthcare_A3_r05_s1243,healthcare,2.0,RULE_ONLY,,,,,,
10000.0,1000.0,1008.0,1000.0,8992.0,8.0,0.0,0.9920634920634921,1.0,0.9960159362549801,0.0008888888888888889,0.0,0.9991111111111111,0.9995555555555555,healthcare_A3_r10_s1244,healthcare,1.0,AI_CONSENSUS,,,,,,
10000.0,1000.0,1007.0,1000.0,8993.0,7.0,0.0,0.9930486593843099,1.0,0.9965122072745392,0.0007777777777777777,0.0,0.9992222222222222,0.9996111111111111,healthcare_A3_r10_s1244,healthcare,1.0,HYBRID_V1,,,,,,
10000.0,1000.0,700.0,693.0,8993.0,7.0,307.0,0.99,0.693,0.8152941176470588,0.0007777777777777777,0.307,0.9992222222222222,0.846111111111111,healthcare_A3_r10_s1244,healthcare,1.0,HYBRID_V3_NESTED,,,,,,
10000.0,1000.0,1000.0,1000.0,9000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,healthcare_A3_r10_s1244,healthcare,1.0,RULE_ONLY,,,,,,
10000.0,100.0,109.0,100.0,9891.0,9.0,0.0,0.9174311926605505,1.0,0.9569377990430622,0.0009090909090909091,0.0,0.9990909090909091,0.9995454545454545,healthcare_A4_r01_s1342,healthcare,1.0,AI_CONSENSUS,,,,,,
10000.0,100.0,209.0,60.0,9751.0,149.0,40.0,0.28708133971291866,0.6,0.38834951456310673,0.01505050505050505,0.4,0.9849494949494949,0.7924747474747474,healthcare_A4_r01_s1342,healthcare,1.0,HYBRID_V1,,,,,,
10000.0,100.0,209.0,60.0,9751.0,149.0,40.0,0.28708133971291866,0.6,0.38834951456310673,0.01505050505050505,0.4,0.9849494949494949,0.7924747474747474,healthcare_A4_r01_s1342,healthcare,1.0,HYBRID_V3_NESTED,,,,,,
10000.0,100.0,0.0,0.0,9900.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,healthcare_A4_r01_s1342,healthcare,1.0,RULE_ONLY,,,,,,
10000.0,500.0,511.0,500.0,9489.0,11.0,0.0,0.9784735812133072,1.0,0.9891196834817012,0.0011578947368421054,0.0,0.9988421052631579,0.999421052631579,healthcare_A4_r05_s1343,healthcare,1.0,AI_CONSENSUS,,,,,,
10000.0,500.0,344.0,279.0,9435.0,65.0,221.0,0.811046511627907,0.558,0.6611374407582938,0.006842105263157895,0.442,0.9931578947368421,0.7755789473684211,healthcare_A4_r05_s1343,healthcare,1.0,HYBRID_V1,,,,,,
10000.0,500.0,344.0,279.0,9435.0,65.0,221.0,0.811046511627907,0.558,0.6611374407582938,0.006842105263157895,0.442,0.9931578947368421,0.7755789473684211,healthcare_A4_r05_s1343,healthcare,1.0,HYBRID_V3_NESTED,,,,,,
10000.0,500.0,0.0,0.0,9500.0,0.0,500.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,healthcare_A4_r05_s1343,healthcare,1.0,RULE_ONLY,,,,,,
10000.0,1000.0,1004.0,1000.0,8996.0,4.0,0.0,0.9960159362549801,1.0,0.998003992015968,0.00044444444444444447,0.0,0.9995555555555555,0.9997777777777778,healthcare_A4_r10_s1344,healthcare,2.0,AI_CONSENSUS,,,,,,
10000.0,1000.0,497.0,493.0,8996.0,4.0,507.0,0.9919517102615694,0.493,0.6586506346025385,0.00044444444444444447,0.507,0.9995555555555555,0.7462777777777778,healthcare_A4_r10_s1344,healthcare,2.0,HYBRID_V1,,,,,,
10000.0,1000.0,497.0,493.0,8996.0,4.0,507.0,0.9919517102615694,0.493,0.6586506346025385,0.00044444444444444447,0.507,0.9995555555555555,0.7462777777777778,healthcare_A4_r10_s1344,healthcare,2.0,HYBRID_V3_NESTED,,,,,,
10000.0,1000.0,0.0,0.0,9000.0,0.0,1000.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,healthcare_A4_r10_s1344,healthcare,2.0,RULE_ONLY,,,,,,
10000.0,100.0,13.0,0.0,9887.0,13.0,100.0,0.0,0.0,0.0,0.0013131313131313131,1.0,0.9986868686868687,0.49934343434343437,healthcare_A5_r01_s1442,healthcare,3.0,AI_CONSENSUS,,,,,,
10000.0,100.0,186.0,5.0,9719.0,181.0,95.0,0.026881720430107527,0.05,0.03496503496503497,0.018282828282828283,0.95,0.9817171717171718,0.5158585858585859,healthcare_A5_r01_s1442,healthcare,3.0,HYBRID_V1,,,,,,
10000.0,100.0,186.0,5.0,9719.0,181.0,95.0,0.026881720430107527,0.05,0.03496503496503497,0.018282828282828283,0.95,0.9817171717171718,0.5158585858585859,healthcare_A5_r01_s1442,healthcare,3.0,HYBRID_V3_NESTED,,,,,,
10000.0,100.0,0.0,0.0,9900.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,healthcare_A5_r01_s1442,healthcare,3.0,RULE_ONLY,,,,,,
10000.0,500.0,5.0,0.0,9495.0,5.0,500.0,0.0,0.0,0.0,0.0005263157894736842,1.0,0.9994736842105263,0.49973684210526315,healthcare_A5_r05_s1443,healthcare,2.0,AI_CONSENSUS,,,,,,
10000.0,500.0,166.0,32.0,9366.0,134.0,468.0,0.1927710843373494,0.064,0.0960960960960961,0.014105263157894737,0.936,0.9858947368421053,0.5249473684210526,healthcare_A5_r05_s1443,healthcare,2.0,HYBRID_V1,,,,,,
10000.0,500.0,166.0,32.0,9366.0,134.0,468.0,0.1927710843373494,0.064,0.0960960960960961,0.014105263157894737,0.936,0.9858947368421053,0.5249473684210526,healthcare_A5_r05_s1443,healthcare,2.0,HYBRID_V3_NESTED,,,,,,
10000.0,500.0,0.0,0.0,9500.0,0.0,500.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,healthcare_A5_r05_s1443,healthcare,2.0,RULE_ONLY,,,,,,
10000.0,1000.0,9.0,1.0,8992.0,8.0,999.0,0.1111111111111111,0.001,0.0019821605550049554,0.0008888888888888889,0.999,0.9991111111111111,0.5000555555555555,healthcare_A5_r10_s1444,healthcare,3.0,AI_CONSENSUS,,,,,,
10000.0,1000.0,158.0,54.0,8896.0,104.0,946.0,0.34177215189873417,0.054,0.09326424870466321,0.011555555555555555,0.946,0.9884444444444445,0.5212222222222223,healthcare_A5_r10_s1444,healthcare,3.0,HYBRID_V1,,,,,,
10000.0,1000.0,158.0,54.0,8896.0,104.0,946.0,0.34177215189873417,0.054,0.09326424870466321,0.011555555555555555,0.946,0.9884444444444445,0.5212222222222223,healthcare_A5_r10_s1444,healthcare,3.0,HYBRID_V3_NESTED,,,,,,
10000.0,1000.0,0.0,0.0,9000.0,0.0,1000.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,healthcare_A5_r10_s1444,healthcare,3.0,RULE_ONLY,,,,,,
10000.0,100.0,98.0,90.0,9892.0,8.0,10.0,0.9183673469387755,0.9,0.9090909090909091,0.0008080808080808081,0.1,0.9991919191919192,0.9495959595959595,healthcare_A6_r01_s1542,healthcare,2.0,AI_CONSENSUS,,,,,,
10000.0,100.0,218.0,48.0,9730.0,170.0,52.0,0.22018348623853212,0.48,0.3018867924528302,0.01717171717171717,0.52,0.9828282828282828,0.7314141414141414,healthcare_A6_r01_s1542,healthcare,2.0,HYBRID_V1,,,,,,
10000.0,100.0,218.0,48.0,9730.0,170.0,52.0,0.22018348623853212,0.48,0.3018867924528302,0.01717171717171717,0.52,0.9828282828282828,0.7314141414141414,healthcare_A6_r01_s1542,healthcare,2.0,HYBRID_V3_NESTED,,,,,,
10000.0,100.0,0.0,0.0,9900.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,healthcare_A6_r01_s1542,healthcare,2.0,RULE_ONLY,,,,,,
10000.0,500.0,460.0,455.0,9495.0,5.0,45.0,0.9891304347826086,0.91,0.9479166666666667,0.0005263157894736842,0.09,0.9994736842105263,0.9547368421052631,healthcare_A6_r05_s1543,healthcare,3.0,AI_CONSENSUS,,,,,,
10000.0,500.0,324.0,255.0,9431.0,69.0,245.0,0.7870370370370371,0.51,0.6189320388349515,0.007263157894736842,0.49,0.9927368421052631,0.7513684210526316,healthcare_A6_r05_s1543,healthcare,3.0,HYBRID_V1,,,,,,
10000.0,500.0,324.0,255.0,9431.0,69.0,245.0,0.7870370370370371,0.51,0.6189320388349515,0.007263157894736842,0.49,0.9927368421052631,0.7513684210526316,healthcare_A6_r05_s1543,healthcare,3.0,HYBRID_V3_NESTED,,,,,,
10000.0,500.0,0.0,0.0,9500.0,0.0,500.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,healthcare_A6_r05_s1543,healthcare,3.0,RULE_ONLY,,,,,,
10000.0,1000.0,921.0,906.0,8985.0,15.0,94.0,0.9837133550488599,0.906,0.9432587194169703,0.0016666666666666668,0.094,0.9983333333333333,0.9521666666666666,healthcare_A6_r10_s1544,healthcare,3.0,AI_CONSENSUS,,,,,,
10000.0,1000.0,473.0,459.0,8986.0,14.0,541.0,0.9704016913319239,0.459,0.6232179226069247,0.0015555555555555555,0.541,0.9984444444444445,0.7287222222222223,healthcare_A6_r10_s1544,healthcare,3.0,HYBRID_V1,,,,,,
10000.0,1000.0,473.0,459.0,8986.0,14.0,541.0,0.9704016913319239,0.459,0.6232179226069247,0.0015555555555555555,0.541,0.9984444444444445,0.7287222222222223,healthcare_A6_r10_s1544,healthcare,3.0,HYBRID_V3_NESTED,,,,,,
10000.0,1000.0,0.0,0.0,9000.0,0.0,1000.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,healthcare_A6_r10_s1544,healthcare,3.0,RULE_ONLY,,,,,,
10000.0,100.0,8.0,0.0,9892.0,8.0,100.0,0.0,0.0,0.0,0.0008080808080808081,1.0,0.9991919191919192,0.4995959595959596,healthcare_A7_r01_s1642,healthcare,2.0,AI_CONSENSUS,,,,,,
10000.0,100.0,181.0,7.0,9726.0,174.0,93.0,0.03867403314917127,0.07,0.0498220640569395,0.017575757575757574,0.93,0.9824242424242424,0.5262121212121212,healthcare_A7_r01_s1642,healthcare,2.0,HYBRID_V1,,,,,,
10000.0,100.0,181.0,7.0,9726.0,174.0,93.0,0.03867403314917127,0.07,0.0498220640569395,0.017575757575757574,0.93,0.9824242424242424,0.5262121212121212,healthcare_A7_r01_s1642,healthcare,2.0,HYBRID_V3_NESTED,,,,,,
10000.0,100.0,0.0,0.0,9900.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,healthcare_A7_r01_s1642,healthcare,2.0,RULE_ONLY,,,,,,
10000.0,500.0,10.0,1.0,9491.0,9.0,499.0,0.1,0.002,0.00392156862745098,0.0009473684210526315,0.998,0.9990526315789474,0.5005263157894737,healthcare_A7_r05_s1643,healthcare,1.0,AI_CONSENSUS,,,,,,
10000.0,500.0,179.0,43.0,9364.0,136.0,457.0,0.24022346368715083,0.086,0.12665684830633284,0.01431578947368421,0.914,0.9856842105263158,0.5358421052631579,healthcare_A7_r05_s1643,healthcare,1.0,HYBRID_V1,,,,,,
10000.0,500.0,179.0,43.0,9364.0,136.0,457.0,0.24022346368715083,0.086,0.12665684830633284,0.01431578947368421,0.914,0.9856842105263158,0.5358421052631579,healthcare_A7_r05_s1643,healthcare,1.0,HYBRID_V3_NESTED,,,,,,
10000.0,500.0,0.0,0.0,9500.0,0.0,500.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,healthcare_A7_r05_s1643,healthcare,1.0,RULE_ONLY,,,,,,
10000.0,1000.0,9.0,0.0,8991.0,9.0,1000.0,0.0,0.0,0.0,0.001,1.0,0.999,0.4995,healthcare_A7_r10_s1644,healthcare,1.0,AI_CONSENSUS,,,,,,
10000.0,1000.0,145.0,41.0,8896.0,104.0,959.0,0.2827586206896552,0.041,0.07161572052401748,0.011555555555555555,0.959,0.9884444444444445,0.5147222222222222,healthcare_A7_r10_s1644,healthcare,1.0,HYBRID_V1,,,,,,
10000.0,1000.0,145.0,41.0,8896.0,104.0,959.0,0.2827586206896552,0.041,0.07161572052401748,0.011555555555555555,0.959,0.9884444444444445,0.5147222222222222,healthcare_A7_r10_s1644,healthcare,1.0,HYBRID_V3_NESTED,,,,,,
10000.0,1000.0,0.0,0.0,9000.0,0.0,1000.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,healthcare_A7_r10_s1644,healthcare,1.0,RULE_ONLY,,,,,,
10000.0,100.0,2684.0,25.0,7241.0,2659.0,75.0,0.009314456035767511,0.25,0.017959770114942528,0.2685858585858586,0.75,0.7314141414141414,0.4907070707070707,retail_A1_r01_s2042,retail,3.0,AI_CONSENSUS,,,,,,
10000.0,100.0,2118.0,100.0,7882.0,2018.0,0.0,0.047214353163361665,1.0,0.09017132551848513,0.20383838383838385,0.0,0.7961616161616162,0.898080808080808,retail_A1_r01_s2042,retail,3.0,HYBRID_V1,,,,,,
10000.0,100.0,1450.0,22.0,8472.0,1428.0,78.0,0.015172413793103448,0.22,0.02838709677419355,0.14424242424242426,0.78,0.8557575757575757,0.5378787878787878,retail_A1_r01_s2042,retail,3.0,HYBRID_V3_NESTED,,,,,,
10000.0,100.0,777.0,100.0,9223.0,677.0,0.0,0.1287001287001287,1.0,0.2280501710376283,0.06838383838383838,0.0,0.9316161616161616,0.9658080808080808,retail_A1_r01_s2042,retail,3.0,RULE_ONLY,,,,,,
10000.0,500.0,2801.0,145.0,6844.0,2656.0,355.0,0.0517672259907176,0.29,0.08785216601029991,0.27957894736842104,0.71,0.720421052631579,0.5052105263157894,retail_A1_r05_s2043,retail,1.0,AI_CONSENSUS,,,,,,
10000.0,500.0,2423.0,500.0,7577.0,1923.0,0.0,0.20635575732562939,1.0,0.3421142661648991,0.20242105263157895,0.0,0.797578947368421,0.8987894736842106,retail_A1_r05_s2043,retail,1.0,HYBRID_V1,,,,,,
10000.0,500.0,1467.0,110.0,8143.0,1357.0,390.0,0.07498295841854125,0.22,0.11184544992374174,0.14284210526315788,0.78,0.8571578947368421,0.538578947368421,retail_A1_r05_s2043,retail,1.0,HYBRID_V3_NESTED,,,,,,
10000.0,500.0,1153.0,500.0,8847.0,653.0,0.0,0.4336513443191674,1.0,0.6049606775559588,0.06873684210526315,0.0,0.9312631578947368,0.9656315789473684,retail_A1_r05_s2043,retail,1.0,RULE_ONLY,,,,,,
10000.0,1000.0,2745.0,273.0,6528.0,2472.0,727.0,0.0994535519125683,0.273,0.14579439252336449,0.27466666666666667,0.727,0.7253333333333334,0.4991666666666667,retail_A1_r10_s2044,retail,2.0,AI_CONSENSUS,,,,,,
10000.0,1000.0,2779.0,1000.0,7221.0,1779.0,0.0,0.35984166966534725,1.0,0.5292405398253506,0.19766666666666666,0.0,0.8023333333333333,0.9011666666666667,retail_A1_r10_s2044,retail,2.0,HYBRID_V1,,,,,,
10000.0,1000.0,1496.0,200.0,7704.0,1296.0,800.0,0.13368983957219252,0.2,0.16025641025641024,0.144,0.8,0.856,0.528,retail_A1_r10_s2044,retail,2.0,HYBRID_V3_NESTED,,,,,,
10000.0,1000.0,1553.0,1000.0,8447.0,553.0,0.0,0.6439150032195751,1.0,0.7833920877399139,0.06144444444444445,0.0,0.9385555555555556,0.9692777777777778,retail_A1_r10_s2044,retail,2.0,RULE_ONLY,,,,,,
10000.0,100.0,2708.0,23.0,7215.0,2685.0,77.0,0.008493353028064993,0.23,0.016381766381766385,0.27121212121212124,0.77,0.7287878787878788,0.4793939393939394,retail_A2_r01_s2142,retail,2.0,AI_CONSENSUS,,,,,,
10000.0,100.0,2175.0,100.0,7825.0,2075.0,0.0,0.04597701149425287,1.0,0.08791208791208792,0.20959595959595959,0.0,0.7904040404040404,0.8952020202020202,retail_A2_r01_s2142,retail,2.0,HYBRID_V1,,,,,,
10000.0,100.0,1398.0,15.0,8517.0,1383.0,85.0,0.01072961373390558,0.15,0.020026702269692925,0.1396969696969697,0.85,0.8603030303030303,0.5051515151515151,retail_A2_r01_s2142,retail,2.0,HYBRID_V3_NESTED,,,,,,
10000.0,100.0,900.0,100.0,9100.0,800.0,0.0,0.1111111111111111,1.0,0.19999999999999998,0.08080808080808081,0.0,0.9191919191919192,0.9595959595959596,retail_A2_r01_s2142,retail,2.0,RULE_ONLY,,,,,,
10000.0,500.0,2712.0,134.0,6922.0,2578.0,366.0,0.049410029498525077,0.268,0.08343711083437111,0.2713684210526316,0.732,0.7286315789473684,0.4983157894736842,retail_A2_r05_s2143,retail,1.0,AI_CONSENSUS,,,,,,
10000.0,500.0,2797.0,500.0,7203.0,2297.0,0.0,0.1787629603146228,1.0,0.3033060357901122,0.24178947368421053,0.0,0.7582105263157894,0.8791052631578947,retail_A2_r05_s2143,retail,1.0,HYBRID_V1,,,,,,
10000.0,500.0,1419.0,79.0,8160.0,1340.0,421.0,0.05567300916138125,0.158,0.0823345492443981,0.14105263157894737,0.842,0.8589473684210527,0.5084736842105263,retail_A2_r05_s2143,retail,1.0,HYBRID_V3_NESTED,,,,,,
10000.0,500.0,1626.0,500.0,8374.0,1126.0,0.0,0.3075030750307503,1.0,0.4703668861712135,0.11852631578947369,0.0,0.8814736842105263,0.9407368421052631,retail_A2_r05_s2143,retail,1.0,RULE_ONLY,,,,,,
10000.0,1000.0,2723.0,264.0,6541.0,2459.0,736.0,0.0969518912963643,0.264,0.14182111200644643,0.2732222222222222,0.736,0.7267777777777777,0.4953888888888889,retail_A2_r10_s2144,retail,1.0,AI_CONSENSUS,,,,,,
10000.0,1000.0,3506.0,1000.0,6494.0,2506.0,0.0,0.2852253280091272,1.0,0.44385264092321347,0.27844444444444444,0.0,0.7215555555555555,0.8607777777777778,retail_A2_r10_s2144,retail,1.0,HYBRID_V1,,,,,,
10000.0,1000.0,1458.0,163.0,7705.0,1295.0,837.0,0.11179698216735254,0.163,0.13262815296989422,0.1438888888888889,0.837,0.8561111111111112,0.5095555555555555,retail_A2_r10_s2144,retail,1.0,HYBRID_V3_NESTED,,,,,,
10000.0,1000.0,2436.0,1000.0,7564.0,1436.0,0.0,0.41050903119868637,1.0,0.5820721769499418,0.15955555555555556,0.0,0.8404444444444444,0.9202222222222223,retail_A2_r10_s2144,retail,1.0,RULE_ONLY,,,,,,
10000.0,100.0,2813.0,100.0,7187.0,2713.0,0.0,0.03554923569143263,1.0,0.06865774116031582,0.27404040404040403,0.0,0.7259595959595959,0.862979797979798,retail_A3_r01_s2242,retail,2.0,AI_CONSENSUS,,,,,,
10000.0,100.0,2111.0,100.0,7889.0,2011.0,0.0,0.04737091425864519,1.0,0.09045680687471733,0.20313131313131313,0.0,0.7968686868686868,0.8984343434343434,retail_A3_r01_s2242,retail,2.0,HYBRID_V1,,,,,,
10000.0,100.0,1532.0,100.0,8468.0,1432.0,0.0,0.06527415143603134,1.0,0.12254901960784315,0.14464646464646463,0.0,0.8553535353535353,0.9276767676767677,retail_A3_r01_s2242,retail,2.0,HYBRID_V3_NESTED,,,,,,
10000.0,100.0,768.0,100.0,9232.0,668.0,0.0,0.13020833333333334,1.0,0.23041474654377883,0.06747474747474748,0.0,0.9325252525252525,0.9662626262626263,retail_A3_r01_s2242,retail,2.0,RULE_ONLY,,,,,,
10000.0,500.0,3119.0,500.0,6881.0,2619.0,0.0,0.1603077909586406,1.0,0.2763194252555955,0.2756842105263158,0.0,0.7243157894736842,0.8621578947368421,retail_A3_r05_s2243,retail,2.0,AI_CONSENSUS,,,,,,
10000.0,500.0,2327.0,500.0,7673.0,1827.0,0.0,0.21486892995272883,1.0,0.3537318712415988,0.19231578947368422,0.0,0.8076842105263158,0.9038421052631579,retail_A3_r05_s2243,retail,2.0,HYBRID_V1,,,,,,
10000.0,500.0,1763.0,500.0,8237.0,1263.0,0.0,0.28360748723766305,1.0,0.4418912947414936,0.13294736842105262,0.0,0.8670526315789474,0.9335263157894738,retail_A3_r05_s2243,retail,2.0,HYBRID_V3_NESTED,,,,,,
10000.0,500.0,1131.0,500.0,8869.0,631.0,0.0,0.4420866489832007,1.0,0.6131207847946045,0.06642105263157895,0.0,0.9335789473684211,0.9667894736842105,retail_A3_r05_s2243,retail,2.0,RULE_ONLY,,,,,,
10000.0,1000.0,3522.0,1000.0,6478.0,2522.0,0.0,0.2839295854628052,1.0,0.44228217602830605,0.2802222222222222,0.0,0.7197777777777777,0.8598888888888889,retail_A3_r10_s2244,retail,3.0,AI_CONSENSUS,,,,,,
10000.0,1000.0,2581.0,1000.0,7419.0,1581.0,0.0,0.38744672607516467,1.0,0.5585032113934656,0.17566666666666667,0.0,0.8243333333333334,0.9121666666666667,retail_A3_r10_s2244,retail,3.0,HYBRID_V1,,,,,,
10000.0,1000.0,2074.0,1000.0,7926.0,1074.0,0.0,0.4821600771456123,1.0,0.6506180871828237,0.11933333333333333,0.0,0.8806666666666667,0.9403333333333334,retail_A3_r10_s2244,retail,3.0,HYBRID_V3_NESTED,,,,,,
10000.0,1000.0,1565.0,1000.0,8435.0,565.0,0.0,0.6389776357827476,1.0,0.7797270955165693,0.06277777777777778,0.0,0.9372222222222222,0.9686111111111111,retail_A3_r10_s2244,retail,3.0,RULE_ONLY,,,,,,
10000.0,100.0,2847.0,100.0,7153.0,2747.0,0.0,0.035124692658939236,1.0,0.0678656260604004,0.2774747474747475,0.0,0.7225252525252526,0.8612626262626263,retail_A4_r01_s2342,retail,3.0,AI_CONSENSUS,,,,,,
10000.0,100.0,2152.0,100.0,7848.0,2052.0,0.0,0.046468401486988845,1.0,0.08880994671403196,0.20727272727272728,0.0,0.7927272727272727,0.8963636363636364,retail_A4_r01_s2342,retail,3.0,HYBRID_V1,,,,,,
10000.0,100.0,1548.0,100.0,8452.0,1448.0,0.0,0.06459948320413436,1.0,0.12135922330097086,0.14626262626262626,0.0,0.8537373737373737,0.9268686868686868,retail_A4_r01_s2342,retail,3.0,HYBRID_V3_NESTED,,,,,,
10000.0,100.0,689.0,1.0,9212.0,688.0,99.0,0.001451378809869376,0.01,0.0025348542458808617,0.0694949494949495,0.99,0.9305050505050505,0.47025252525252526,retail_A4_r01_s2342,retail,3.0,RULE_ONLY,,,,,,
10000.0,500.0,3047.0,500.0,6953.0,2547.0,0.0,0.16409583196586808,1.0,0.28192839018889204,0.26810526315789474,0.0,0.7318947368421053,0.8659473684210526,retail_A4_r05_s2343,retail,3.0,AI_CONSENSUS,,,,,,
10000.0,500.0,2355.0,500.0,7645.0,1855.0,0.0,0.21231422505307856,1.0,0.3502626970227671,0.19526315789473683,0.0,0.8047368421052632,0.9023684210526316,retail_A4_r05_s2343,retail,3.0,HYBRID_V1,,,,,,
10000.0,500.0,1846.0,500.0,8154.0,1346.0,0.0,0.27085590465872156,1.0,0.42625745950554134,0.1416842105263158,0.0,0.8583157894736843,0.9291578947368422,retail_A4_r05_s2343,retail,3.0,HYBRID_V3_NESTED,,,,,,
10000.0,500.0,589.0,5.0,8916.0,584.0,495.0,0.008488964346349746,0.01,0.00918273645546373,0.06147368421052631,0.99,0.9385263157894737,0.47426315789473683,retail_A4_r05_s2343,retail,3.0,RULE_ONLY,,,,,,
10000.0,1000.0,3465.0,1000.0,6535.0,2465.0,0.0,0.2886002886002886,1.0,0.44792833146696526,0.2738888888888889,0.0,0.7261111111111112,0.8630555555555556,retail_A4_r10_s2344,retail,1.0,AI_CONSENSUS,,,,,,
10000.0,1000.0,2661.0,1000.0,7339.0,1661.0,0.0,0.37579857196542654,1.0,0.5462988254575253,0.18455555555555556,0.0,0.8154444444444444,0.9077222222222222,retail_A4_r10_s2344,retail,1.0,HYBRID_V1,,,,,,
10000.0,1000.0,2125.0,1000.0,7875.0,1125.0,0.0,0.47058823529411764,1.0,0.6399999999999999,0.125,0.0,0.875,0.9375,retail_A4_r10_s2344,retail,1.0,HYBRID_V3_NESTED,,,,,,
10000.0,1000.0,599.0,18.0,8419.0,581.0,982.0,0.03005008347245409,0.018,0.022514071294559096,0.06455555555555556,0.982,0.9354444444444444,0.4767222222222222,retail_A4_r10_s2344,retail,1.0,RULE_ONLY,,,,,,
10000.0,100.0,2785.0,100.0,7215.0,2685.0,0.0,0.03590664272890485,1.0,0.06932409012131717,0.27121212121212124,0.0,0.7287878787878788,0.8643939393939394,retail_A5_r01_s2442,retail,3.0,AI_CONSENSUS,,,,,,
10000.0,100.0,2120.0,100.0,7880.0,2020.0,0.0,0.04716981132075472,1.0,0.09009009009009009,0.20404040404040405,0.0,0.795959595959596,0.897979797979798,retail_A5_r01_s2442,retail,3.0,HYBRID_V1,,,,,,
10000.0,100.0,1508.0,100.0,8492.0,1408.0,0.0,0.06631299734748011,1.0,0.12437810945273634,0.14222222222222222,0.0,0.8577777777777778,0.9288888888888889,retail_A5_r01_s2442,retail,3.0,HYBRID_V3_NESTED,,,,,,
10000.0,100.0,690.0,0.0,9210.0,690.0,100.0,0.0,0.0,0.0,0.0696969696969697,1.0,0.9303030303030303,0.46515151515151515,retail_A5_r01_s2442,retail,3.0,RULE_ONLY,,,,,,
10000.0,500.0,3055.0,500.0,6945.0,2555.0,0.0,0.16366612111292964,1.0,0.2812939521800282,0.26894736842105266,0.0,0.7310526315789474,0.8655263157894737,retail_A5_r05_s2443,retail,3.0,AI_CONSENSUS,,,,,,
10000.0,500.0,2391.0,500.0,7609.0,1891.0,0.0,0.20911752404851527,1.0,0.3459010722933241,0.19905263157894737,0.0,0.8009473684210526,0.9004736842105263,retail_A5_r05_s2443,retail,3.0,HYBRID_V1,,,,,,
10000.0,500.0,1832.0,500.0,8168.0,1332.0,0.0,0.27292576419213976,1.0,0.4288164665523157,0.14021052631578948,0.0,0.8597894736842105,0.9298947368421053,retail_A5_r05_s2443,retail,3.0,HYBRID_V3_NESTED,,,,,,
10000.0,500.0,641.0,2.0,8861.0,639.0,498.0,0.0031201248049922,0.004,0.0035056967572304996,0.06726315789473684,0.996,0.9327368421052632,0.4683684210526316,retail_A5_r05_s2443,retail,3.0,RULE_ONLY,,,,,,
10000.0,1000.0,3513.0,1000.0,6487.0,2513.0,0.0,0.2846569883290635,1.0,0.4431641923332595,0.2792222222222222,0.0,0.7207777777777777,0.8603888888888889,retail_A5_r10_s2444,retail,2.0,AI_CONSENSUS,,,,,,
